Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,6.12E+11,6.46E+11,6.92E+11,7.53E+11,8.24E+11,8.68E+11,9.52E+11,1.03E+12,1.07E+12,1.17E+12,1.32E+12,1.54E+12,1.71E+12,1.84E+12,1.95E+12,2.11E+12,2.40E+12,2.75E+12,3.04E+12,3.30E+12,3.29E+12,3.41E+12,3.82E+12,4.15E+12,4.59E+12,5.18E+12,5.74E+12,5.87E+12,6.01E+12,6.14E+12,6.59E+12,6.86E+12,7.28E+12,7.73E+12,8.15E+12,8.53E+12,8.84E+12,9.39E+12,1.01E+13,1.05E+13,1.07E+13,1.15E+13,1.27E+13,1.37E+13,1.43E+13,1.46E+13,1.49E+13,1.46E+13,1.52E+13,1.58E+13,1.66E+13,1.70E+13,1.78E+13,1.82E+13,1.85E+13,1.92E+13,2.06E+13,2.16E+13,
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96E+12,6.16E+12,6.52E+12,6.86E+12,7.29E+12,7.64E+12,8.07E+12,8.58E+12,9.06E+12,9.63E+12,1.03E+13,1.06E+13,1.09E+13,1.15E+13,1.22E+13,1.30E+13,1.38E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.06E+13,2.14E+13,
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,15.71508388,15.9272617,16.12549793,16.30100559,16.54616288,16.86382039,17.35266519,17.89949615,18.68120084,19.60750603,20.70098965,21.75035522,22.6905716,23.93398856,26.08773375,28.50414159,30.07283467,31.94136828,34.1880708,37.02451593,40.36895448,44.18873746,46.91881504,48.75651867,50.51551643,52.11304207,53.16254445,54.47698438,56.39862528,58.60964314,60.80359811,62.85982724,64.29234511,65.81561096,67.22102352,68.63053496,69.88718123,71.09230949,71.89246794,72.93045392,74.56079556,76.19623094,77.40147474,78.83889381,80.96140407,83.48330513,86.00968078,88.32014069,90.03808375,90.72448908,91.78165668,93.69888717,95.49589035,97.1717628,98.96927276,100,101.0352689,102.9384587,105.4460415,107.4937459,
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,94560000028,1.01E+11,1.22E+11,1.60E+11,1.44E+11,1.14E+11,1.42E+11,1.73E+11,2.24E+11,2.44E+11,2.06E+11,2.62E+11,1.91E+11,1.57E+11,2.86E+11,2.43E+11,1.83E+11,2.22E+11,2.96E+11,2.76E+11,2.30E+11,2.26E+11,1.93E+11,1.65E+11,2.45E+11,3.10E+11,4.10E+11,5.48E+11,6.28E+11,6.19E+11,6.23E+11,4.85E+11,3.54E+11,2.82E+11,3.51E+11,4.04E+11,5.44E+11,2.94E+11,-1.05E+11,-3.49E+11,-64430116322,97830142102,4.75E+11,5.52E+11,7.61E+11,7.75E+11,5.11E+11,5.30E+11,5.34E+11,,
Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,80090497145,81404820000,88354983000,97365664000,1.03E+11,1.18E+11,1.31E+11,1.40E+11,1.55E+11,1.65E+11,1.79E+11,2.05E+11,2.09E+11,2.28E+11,2.54E+11,2.63E+11,1.90E+11,3.09E+11,2.26E+11,2.41E+11,2.60E+11,2.74E+11,3.49E+11,3.43E+11,3.84E+11,3.63E+11,3.85E+11,4.11E+11,3.90E+11,4.15E+11,4.69E+11,5.10E+11,5.26E+11,5.68E+11,5.76E+11,5.86E+11,6.60E+11,6.70E+11,6.92E+11,6.78E+11,7.32E+11,8.00E+11,7.51E+11,7.56E+11,7.94E+11,8.22E+11,8.37E+11,8.72E+11,9.16E+11,,
"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.738680626,5.601622126,5.045450794,-3.497657381,0.069134817,2.901055382,5.556183829,1.567379904,4.196241846,1.93804207,-3.57662913,-7.562172965,2.073320513,0.435181635,1.563699334,2.5175858,2.350491615,2.193801036,0.3784349,2.919817413,3.153141807,,
"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17E+11,1.20E+11,1.35E+11,1.53E+11,1.47E+11,1.38E+11,1.51E+11,1.58E+11,1.77E+11,1.68E+11,1.44E+11,1.43E+11,1.61E+11,1.56E+11,1.46E+11,1.41E+11,1.63E+11,1.66E+11,1.78E+11,1.90E+11,1.86E+11,1.85E+11,,
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,,,,,,,,,,,8.51E+11,8.97E+11,9.67E+11,1.05E+12,1.00E+12,8.79E+11,1.01E+12,1.12E+12,1.24E+12,1.29E+12,1.19E+12,1.27E+12,1.14E+12,1.24E+12,1.53E+12,1.57E+12,1.60E+12,1.66E+12,1.68E+12,1.74E+12,1.73E+12,1.64E+12,1.73E+12,1.82E+12,1.98E+12,2.04E+12,2.20E+12,2.40E+12,2.61E+12,2.82E+12,2.99E+12,2.87E+12,2.89E+12,3.00E+12,3.24E+12,3.42E+12,3.53E+12,3.47E+12,3.25E+12,2.71E+12,3.00E+12,3.12E+12,3.36E+12,3.52E+12,3.67E+12,3.86E+12,3.82E+12,3.95E+12,4.18E+12,4.27E+12,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,5.563107529,5.405245311,5.538460336,6.683850437,8.196121904,8.232279109,7.980892617,7.654290032,7.947060702,8.759069079,9.82645547,9.517773699,8.469732989,7.622264819,7.489103091,6.98807254,7.009254676,7.495919336,8.49052352,8.938790197,9.254732068,9.660905122,9.708914906,9.547180392,9.893147416,10.63922388,10.74663556,11.11975453,10.51526113,10.30851018,10.69272396,9.68298331,9.13224882,9.043069872,9.641862742,10.01197377,10.6598221,11.49231417,12.48606313,10.94887766,12.31505808,13.53053901,13.52891897,13.54452443,13.5315904,12.43291493,11.90050065,12.16515689,12.28709606,11.73295611,
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,,,,,,,,,,,8.40E+11,9.09E+11,9.94E+11,1.09E+12,1.20E+12,1.33E+12,1.46E+12,1.62E+12,1.79E+12,1.99E+12,2.20E+12,2.44E+12,2.63E+12,2.88E+12,3.13E+12,3.40E+12,3.62E+12,3.85E+12,4.15E+12,4.46E+12,4.76E+12,4.95E+12,5.25E+12,5.53E+12,5.83E+12,6.10E+12,6.42E+12,6.76E+12,7.14E+12,7.63E+12,8.20E+12,8.60E+12,8.99E+12,9.47E+12,1.01E+13,1.07E+13,1.13E+13,1.19E+13,1.23E+13,1.23E+13,1.27E+13,1.32E+13,1.35E+13,1.38E+13,1.44E+13,1.49E+13,1.54E+13,1.61E+13,1.69E+13,1.75E+13,
General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,,,,,,,,,,,1.26E+12,1.26E+12,1.26E+12,1.25E+12,1.28E+12,1.31E+12,1.31E+12,1.33E+12,1.36E+12,1.37E+12,1.39E+12,1.41E+12,1.44E+12,1.49E+12,1.51E+12,1.58E+12,1.65E+12,1.68E+12,1.72E+12,1.77E+12,1.82E+12,1.85E+12,1.86E+12,1.86E+12,1.87E+12,1.88E+12,1.89E+12,1.92E+12,1.96E+12,2.01E+12,2.04E+12,2.11E+12,2.19E+12,2.23E+12,2.27E+12,2.29E+12,2.31E+12,2.35E+12,2.41E+12,2.51E+12,2.51E+12,2.43E+12,2.40E+12,2.35E+12,2.34E+12,2.37E+12,2.41E+12,2.43E+12,2.46E+12,2.51E+12,
Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,31.37550273,30.85024263,29.25160157,28.97139141,30.83060327,31.82655595,36.77922686,42.85409537,48.86304831,52.05480024,59.50854593,60.40394803,64.15912023,63.13346529,71.25175228,74.78316141,79.94099125,88.13993283,87.2390711,88.98592947,100,93.24507173,88.64139206,92.69143312,104.2148921,115.2399612,131.2115848,146.8439146,164.6517921,135.058024,163.5075545,189.5989093,197.6809589,202.0151602,207.2508754,192.1649329,185.5706992,197.7538565,212.8077752,210.1449129,
Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,,,,,,,,,,,0.831600832,0.950570342,1.375752365,1.136363636,0.942840306,1.115241636,0.924214418,0.776196636,0.855973204,4.245109477,3.988454474,4.780530204,4.719764012,5.250783699,4.684344688,4.646181469,6.256508852,6.287801523,4.760838591,4.465682016,3.462913315,3.674206933,3.137254902,3.561770841,3.710855466,4.132454166,4.52064259,5.269455978,5.958351006,10.76811304,11.36266863,11.21004053,12.23859519,13.67287489,15.059299,15.14740691,16.33417107,17.87200071,17.90069503,17.61993943,18.00989633,18.57352146,18.31926407,17.99738848,18.4813462,17.42854928,17.19866466,18.04620563,17.88552786,17.80633442,
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,5.488939873,5.742569225,5.422618402,5.30070912,4.618870932,4.679023607,4.216326545,4.118504399,4.050702361,3.676997154,3.462434854,3.304672867,3.167669414,3.817409401,4.427329779,3.53908412,2.431404284,2.430301482,2.374561988,2.43782571,2.402831803,2.354335114,2.210340918,2.236708049,2.065933808,1.635815184,1.672595107,1.583108355,1.565495972,1.517410147,1.455144348,1.329388181,1.186356332,1.018457711,1.084045828,0.917850714,0.978325993,0.086356824,0.050418496,0.042556844,0.067635776,0.052678851,0.042181951,0.060537344,0.042760592,0.065830106,0.065850354,0.046609728,0.04295957,0.036287783,0.057984269,0.069176912,0.044521498,0.025550841,0.022348889,0.02698571,0.02376196,0.005814045,0.005569723,0.004509937,
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,23.55294123,23.41768077,22.28395702,19.61096067,18.74178704,18.20472846,16.91218522,15.27019118,16.12410725,14.53836692,13.68013492,13.75768017,11.183999,10.83504491,10.18029747,9.928216481,9.621696031,9.17929512,8.219760837,7.709800876,7.86553893,7.845818652,7.171849499,7.032054066,7.146646967,6.480480069,,5.711309621,5.8074664,5.91463737,5.720901279,5.326436275,5.03528231,4.779769693,4.924343646,4.9848166,4.882075343,4.591677492,3.925157595,4.245208822,4.596140929,4.666776525,4.371883283,4.20217608,4.183606785,4.34641199,4.39689582,5.432398607,4.946574906,5.038024715,4.899142762,5.145810374,5.522765737,5.831721235,6.119304914,6.088340288,5.956762525,6.180224665,
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21515,10.27702,10.56253,10.63137,10.56928,,10.30339,10.0683,9.892367,9.840349,8.912813,8.745571,8.752975,8.777537,8.006728,6.543021,6.196935,6.004782,6.658692,5.787603,5.540192,5.468874,5.626895,5.443512,5.445902,5.575315,5.454132,5.355588,5.994655,5.555718,5.845908,
"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74834000000,81772000000,86175000000,85001000000,89145000000,96871000000,86408000000,79625000000,76981000000,85648000000,93423000000,96149000000,1.07E+11,1.17E+11,1.11E+11,1.30E+11,1.42E+11,1.54E+11,1.71E+11,1.80E+11,1.93E+11,1.93E+11,1.94E+11,1.96E+11,1.93E+11,
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1.139323469,1.194534443,1.233281514,1.250408661,1.244682217,1.219501243,1.285803515,1.334837049,1.362228746,1.365808336,1.345988161,1.4119386,1.461110247,1.490237614,1.495670095,1.476273904,1.524730335,1.540044719,1.523623316,1.489287834,1.454771664,1.54422633,1.630332205,1.697409413,1.73196707,1.732251889,1.80426433,1.84873481,1.869255577,1.873016161,1.865699774,1.941863314,1.999591821,2.034558665,2.045773416,2.036788071,2.107318666,2.161067522,2.196770941,2.215327356,2.219735335,2.307774716,2.372855621,2.414433685,2.43378182,2.434012989,2.51845663,2.590194362,2.646350042,2.68190324,2.695813163,2.761955713,2.807390782,2.838063058,2.860760097,2.880563231,2.964080998,3.03693631,3.100216455,3.154704757,
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,4.880783286,4.848799595,4.817481167,4.802460236,4.810288539,4.833735465,4.810924604,4.794378097,4.790841764,4.800957655,4.820738413,4.816041436,4.806801855,4.803374602,4.816283707,4.847644824,4.870011131,4.899494214,4.926287552,4.932174958,4.905987003,4.858430422,4.795181375,4.719472871,4.635058426,4.545087554,4.436998896,4.322588222,4.21405231,4.130377316,4.083731624,4.060304249,4.07352581,4.110862534,4.157143097,4.207069952,4.255460749,4.305430314,4.365570967,4.456540479,4.59424405,4.784919182,5.018016439,5.271507936,5.512370611,5.719742228,5.87315602,5.996025985,6.098335746,6.197409465,6.303888103,6.388397861,6.478939546,6.565870571,6.635478813,6.679729269,6.692254935,6.683747185,6.654653977,6.604769663,
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.19319532,60.00670898,59.99082458,60.09870663,60.26845095,60.47161822,60.67444507,60.90874146,61.17765833,61.4906709,61.85172523,62.32651271,62.79776403,63.2722554,63.76105015,64.26444269,64.56284026,64.89944416,65.23799227,65.53483591,65.77029719,65.96279367,66.10969375,66.20451995,66.25448753,66.26774469,66.16300181,66.04740418,65.925382,65.80580489,65.69771815,65.52846265,65.39469907,65.30822933,65.28318228,65.32222608,65.3417892,65.44818445,65.61044736,65.78853853,65.96338057,66.15756712,66.31220073,66.45414817,66.61750777,66.80715428,66.80155653,66.83822395,66.88004652,66.87808434,66.81342659,66.72460481,66.61539804,66.47790687,66.31605798,66.1333887,65.94297877,65.72210602,65.48330596,65.24107673,
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,29.76956855,29.86617686,29.80450407,29.62403624,29.37941187,29.0964145,28.75638889,28.38141124,27.9726978,27.52336017,27.03223337,26.44150439,25.86067991,25.27588931,24.67586129,24.06412277,23.52124159,22.95481527,22.39618459,21.88995269,21.46058703,21.17308299,20.95561024,20.7989873,20.6789872,20.58093669,20.60936804,20.64083836,20.67541046,20.71529618,20.75741585,20.88727472,21.00257572,21.0910537,21.13826066,21.14026328,21.18235514,21.15140004,21.07382959,20.98262399,20.88798796,20.72304918,20.59926896,20.48204409,20.3287788,20.12812705,20.07311988,19.95499809,19.80068832,19.64596423,19.50133887,19.34155914,19.15597766,18.96332789,18.77429383,18.59255916,18.40263266,18.24666761,18.10485359,17.95198334,
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.9,25.4,24.9,24.4,23.8,23.3,22.7,22,21.3,20.6,19.9,19.1,18.3,17.5,16.7,15.9,15.2,14.5,13.8,13.2,12.6,12.1,11.7,11.3,10.9,10.6,10.4,10.2,9.9,9.7,9.4,9.1,8.8,8.5,8.2,7.9,7.7,7.5,7.4,7.2,7.1,7,6.9,6.9,6.8,6.7,6.7,6.6,6.5,6.4,6.2,6.1,6,6,5.9,5.8,5.8,5.7,5.6,5.6,
Refugee population by country or territory of origin,SM.POP.REFG.OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,10,364,243,141,75,50,38,173,220,383,394,451,676,1353,2164,2126,2367,3019,3775,4454,4755,4980,4824,302,310,333,298,
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.320000172,6.619999886,6.519999981,5.980000019,5.420000076,4.869999886,4.730000019,5.769999981,7.110000134,7.579999924,6.920000076,6.380000114,5.820000172,6.039999962,7.849999905,13.06000042,13.39000034,12.10999966,10.64999962,10.06000042,8.220000267,7.159999847,6.519999981,5.789999962,5.159999847,4.849999905,9.970000267
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.67000008,29.04999924,29.04000092,28.03000069,29.45000076,27.20999908,25.94000053,27.05999947,26.79000092,27.11000061,27.19000053,26.65999985,26.43000031,26.12000084,26.78000069,30.78000069,28.87999916,28.54999924,27.79000092,27,27.29999924,27.71999931,26.38999939,26.54999924,25.31999969,24.77000046,27.97999954
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.36000061,25.12000084,25.25,25.95999908,26.59000015,27.17000008,28.29999924,28.46999931,28.43000031,28.70999908,28.48999977,28.20000076,28.57999992,29.07999992,28.79999924,29.70999908,29.29999924,28.90999985,29.17000008,28.26000023,28.60000038,28.75,29.29999924,29.85000038,29.87999916,30.10000038,28.86000061
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81000042,10.60999966,10.82999992,10.22999954,9.880000114,9.75,9.539999962,9.229999542,8.890000343,8.640000343,8.56000042,8.479999542,8.800000191,8.840000153,8.770000458,8.630000114,8.399999619,8.270000458,8.369999886,8.329999924,7.960000038,7.75,7.46999979,7.369999886,7.449999809,7.429999828,7.079999924,7.230000019,6.960000038,
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.418213,2695.827148,2925.869385,3162.62207,3341.921387,3524.869385,3661.83252,3843.603027,3894.877686,3964.643311,4073.08667,4173.13623,4321.231445,4388.688965,4493.275879,4679.181152,4900.680664,5078.861816,5268.0625,,
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,83,83,84,83,84,85,86,62,66,80,84,83,85,83,80,77,79,,
"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5164317,94.58445365,94.65247561,94.72049757,94.78851952,94.85654148,94.92456344,94.99258539,95.06060735,95.12862931,95.19665127,95.26467322,95.33269518,95.40071714,95.46873909,95.46873909,95.46873909,95.46873909,,,
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.1,,,,,1.2,,,,,1.2,,,,,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6,,,1.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,,2.4385,2,2.1,2.1,2.2,2.5942,2.2,2.3,,2.7147,2.4356,2.4285,2.4358,2.4412,2.4471,2.4354,2.4641,2.4985,2.5596,2.574,2.5781,2.5881,2.612,,,
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,30.1,29.5,28.9,28.3,27.7,27.1,26.4,25.7,24.9,24.1,23.2,22.4,21.5,20.6,19.7,18.8,17.9,17.1,16.3,15.6,15,14.4,13.9,13.4,13,12.7,12.4,12.1,11.9,11.6,11.2,10.9,10.5,10.1,9.8,9.5,9.2,8.9,8.8,8.6,8.4,8.3,8.2,8.1,8.1,8,7.9,7.7,7.6,7.5,7.3,7.2,7.1,7,6.9,6.8,6.7,6.7,6.6,6.5,
Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971,3947,3936,3928,3910,3869,3822,3747,3650,3538,3418,3308,3195,3072,2940,2812,2719,2636,2568,2511,2456,2409,2390,2395,2419,2453,2490,2511,2507,2476,
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.875,9.79167,9.66667,9.58333,9.95833,9.41667,9.75,9.875,9.66667,9.33333,9.70833,9.70833,9.75,9.79167,9.875,9.54167,,
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.20478058,92.28652954,91.93203735,91.4302597,90.98840332,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.66065979,31.9557991,32.50075912,33.43968964,,34.99246979,,
"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79886,14.70835,,14.54548,,,
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.904129,100.8205872,,
"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.53075,,,,,75.61275,,,72.81169,74.45857,75.42676,,,,,
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,95,,,,,,,,,,96.64463043,,,,,,,,,,,,,,,,,,,,,,,,98.59983063,98.49590302,98.64087677,,98.73200989,98.62149048,98.70539093,98.7037735,98.82814026,98.86884308,98.76638031,98.7678299,98.89746857,,98.98526001,,
"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,1.021970034,1.013010025,0.995130002,1.008949995,1.016090035,1.012949944,0.995589972,,,0.994329989,0.982110023,,0.980449975,0.990310013,0.989639997,0.987649977,,1.025580049,1.027559996,0.984539986,0.998340011,1.009189963,1.002310038,0.995039999,0.989250004,1.007560015,0.996999979,1.001670003,1.003730059,0.99000001,1.004040003,0.984799981,0.991720021,0.996640027,0.999750018,0.998329997,0.992340028,0.998839974,,
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19E+11,3.35E+11,3.47E+11,3.67E+11,3.58E+11,3.84E+11,4.05E+11,4.42E+11,4.72E+11,5.11E+11,5.18E+11,5.22E+11,4.72E+11,5.09E+11,5.45E+11,5.73E+11,6.10E+11,6.44E+11,6.63E+11,6.68E+11,6.86E+11,7.42E+11,,
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90E+12,6.10E+12,6.44E+12,6.73E+12,7.17E+12,7.57E+12,8.05E+12,8.59E+12,9.14E+12,9.69E+12,1.04E+13,1.07E+13,1.11E+13,1.15E+13,1.23E+13,1.32E+13,1.41E+13,1.45E+13,1.47E+13,1.44E+13,1.51E+13,1.58E+13,1.67E+13,1.72E+13,1.81E+13,1.87E+13,1.90E+13,1.98E+13,2.08E+13,2.17E+13,
GDP per capita (constant LCU),NY.GDP.PCAP.KN,19135.26818,19253.54733,20116.23512,20701.26995,21599.81871,22696.67858,23894.40815,24226.52879,25137.16024,25664.37943,25285.24846,25789.84362,26857.04925,28103.79448,27697.65832,27369.55483,28571.47865,29593.5241,30902.44045,31530.96271,31149.65862,31628.21695,30763.32536,31880.64722,33893.00297,34994.74796,35873.42817,36784.23343,37974.35101,38998.96537,39288.13549,38724.66721,39536.57427,40092.75816,41199.69016,41804.82597,42880.12793,44251.11409,45698.35741,47323.93623,48731.92206,48733.70028,49124.59516,50097.71696,51521.83506,52842.59854,53829.67478,54320.52906,53735.65988,51915.39897,52807.41003,53241.63351,54044.84433,54663.68657,55638.22287,56839.38177,57357.77687,58347.69926,59742.85083,60745.41078,
